state,year,avg_temp
WI,2008,41.775
WI,2009,42.38333333333333
WI,2010,45.46666666666667
WI,2011,44.13333333333333
WI,2012,47.39166666666666
WI,2013,41.775
WI,2014,40.225
WI,2015,44.81666666666666
WI,2016,46.19166666666666
WI,2017,44.71666666666666
WI,2018,43.208333333333336
WI,2019,42.141666666666666
WI,2020,44.82500000000001
WI,2021,45.76666666666666
WI,2022,42.85833333333334
WI,2023,46.30833333333334
WY,2001,43.20000000000001
WY,2002,41.375
WY,2003,43.05
WY,2004,42.40833333333334
WY,2005,42.84166666666667
WY,2006,43.16666666666668
WY,2007,43.29166666666666
WY,2008,40.68333333333333
WY,2009,40.925
WY,2010,41.95833333333334
WY,2011,41.05833333333334
WY,2012,44.78333333333333
WY,2013,41.675
WY,2014,42.125
WY,2015,44.15833333333333
WY,2016,43.90833333333333
WY,2017,43.19166666666667
WY,2018,42.40833333333334
WY,2019,40.275
WY,2020,42.78333333333333
WY,2021,43.64166666666667
WY,2022,41.958333333333336
WY,2023,41.766666666666666
AK,2001,66.45833333333333
AK,2002,66.60833333333333
AK,2003,66.86666666666667
AK,2004,67.06666666666666
AK,2005,66.73333333333332
AK,2006,66.44166666666666
AK,2007,66.12500000000001
AK,2008,65.64999999999999
AK,2009,65.96666666666668
AK,2010,66.01666666666667
AK,2011,66.01666666666667
AK,2012,65.76666666666667
AK,2013,66.29166666666664
AK,2014,66.94166666666666
AK,2015,67.26666666666667
AK,2016,66.81666666666668
AK,2017,66.65833333333333
AK,2018,67.05833333333334
AK,2019,67.575
AK,2020,67.275
AK,2021,66.28333333333333
AK,2022,66.93333333333332
AK,2023,66.77499999999999
HI,2001,27.33333333333333
HI,2002,30.08333333333334
HI,2003,29.108333333333334
HI,2004,29.325
HI,2005,29.183333333333334
HI,2006,26.40000000000001
HI,2007,28.08333333333333
HI,2008,25.075000000000003
HI,2009,26.75833333333333
HI,2010,27.425
HI,2011,26.95
HI,2012,24.308333333333334
HI,2013,27.8
HI,2014,30.33333333333334
HI,2015,30.03333333333333
HI,2016,31.883333333333336
HI,2017,29.325000000000003
HI,2018,30.41666666666667
HI,2019,32.19166666666667
HI,2020,27.475000000000005
HI,2021,26.48333333333333
HI,2022,28.625000000000004
HI,2023,28.441666666666663
