state,declarationDate,incidentType,incidentEndDate,fyDeclared,region
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
TN,2004-10-07T00:00:00.000Z,Severe Storm,2004-09-20T00:00:00.000Z,2005,4
VI,2004-10-07T00:00:00.000Z,Hurricane,2004-09-17T00:00:00.000Z,2005,2
VI,2004-10-07T00:00:00.000Z,Hurricane,2004-09-17T00:00:00.000Z,2005,2
VI,2004-10-07T00:00:00.000Z,Hurricane,2004-09-17T00:00:00.000Z,2005,2
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
SC,2004-10-07T00:00:00.000Z,Hurricane,2004-10-11T00:00:00.000Z,2005,4
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-24T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NY,2004-10-01T00:00:00.000Z,Severe Storm,2004-09-16T00:00:00.000Z,2005,2
NJ,2004-10-01T00:00:00.000Z,Severe Storm,2004-10-01T00:00:00.000Z,2005,2
NJ,2004-10-01T00:00:00.000Z,Severe Storm,2004-10-01T00:00:00.000Z,2005,2
NJ,2004-10-01T00:00:00.000Z,Severe Storm,2004-10-01T00:00:00.000Z,2005,2
NJ,2004-10-01T00:00:00.000Z,Severe Storm,2004-10-01T00:00:00.000Z,2005,2
KS,2004-09-30T00:00:00.000Z,Severe Storm,2004-08-30T00:00:00.000Z,2004,7
KS,2004-09-30T00:00:00.000Z,Severe Storm,2004-08-30T00:00:00.000Z,2004,7
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
GA,2004-09-24T00:00:00.000Z,Hurricane,2004-10-30T00:00:00.000Z,2004,4
VT,2004-09-23T00:00:00.000Z,Severe Storm,2004-09-12T00:00:00.000Z,2004,1
VT,2004-09-23T00:00:00.000Z,Severe Storm,2004-09-12T00:00:00.000Z,2004,1
VT,2004-09-23T00:00:00.000Z,Severe Storm,2004-09-12T00:00:00.000Z,2004,1
VT,2004-09-23T00:00:00.000Z,Severe Storm,2004-09-12T00:00:00.000Z,2004,1
VT,2004-09-23T00:00:00.000Z,Severe Storm,2004-09-12T00:00:00.000Z,2004,1
VT,2004-09-23T00:00:00.000Z,Severe Storm,2004-09-12T00:00:00.000Z,2004,1
VT,2004-09-23T00:00:00.000Z,Severe Storm,2004-09-12T00:00:00.000Z,2004,1
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
WV,2004-09-20T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
PA,2004-09-19T00:00:00.000Z,Hurricane,2004-10-01T00:00:00.000Z,2004,3
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
OH,2004-09-19T00:00:00.000Z,Severe Storm,2004-09-27T00:00:00.000Z,2004,5
